Request ID,Location Name,Landmark,Request Type,Request Status,Evaluation Status,Funding Status,Evaluation Rank,Evaluation Score,Ranking Month,Ranking Year,Primary St Block,Primary St Prefix Direction,Primary St,Cross St Block,Cross St Prefix,Cross St,Evaluation ID,Location,Request Note,Location Latitude,Location Longitude
REQ15-000675,400 BLK E HOWARD LN (Cape Horn Rd.),Cape Horn Rd.,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,14,180,DEC,2015,400,E,HOWARD LN,0,,,TVL15-000360,"(30.41334, -97.65302)",@ Cape Horn Rd.,30.41334,-97.65302
REQ15-000675,400 BLK E HOWARD LN (Cape Horn Rd.),Cape Horn Rd.,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,19,180,DEC,2017,400,E,HOWARD LN,0,,,TVL17-003540,"(30.41334, -97.65302)",@ Cape Horn Rd.,30.41334,-97.65302
REQ16-000960,DESSAU RD / MEADOWMEAR DR,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,114,35,DEC,2016,9900,,DESSAU RD,1408,,MEADOWMEAR DR,TVL16-000150,"(30.3588371, -97.67084832)",Zoning Ord 20090115_095 only allows RT and LTs out of the property; no thru traffic,30.3588371,-97.67084832
REQ16-000960,DESSAU RD / MEADOWMEAR DR,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,137,35,DEC,2017,9900,,DESSAU RD,1408,,MEADOWMEAR DR,TVL17-004115,"(30.3588371, -97.67084832)",Zoning Ord 20090115_095 only allows RT and LTs out of the property; no thru traffic,30.3588371,-97.67084832
REQ16-000970,JUSTIN LN / YATES AVE,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,61,110,DEC,2017,1800,,JUSTIN LN,6900,,YATES AVE,TVL17-004105,"(30.3427815, -97.7310921)",,30.3427815,-97.7310921
REQ16-000925,6TH ST / PATTERSON AVE,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,19,85,MAY,2016,1800,W,6TH ST,600,,PATTERSON AVE,TVL16-000185,"(30.2767801, -97.7662733)",,30.2767801,-97.7662733
REQ16-000925,6TH ST / PATTERSON AVE,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,86,85,DEC,2017,1800,W,6TH ST,600,,PATTERSON AVE,TVL17-003645,"(30.2767801, -97.7662733)",,30.2767801,-97.7662733
REQ16-000930,MONTOPOLIS DR / FAIRWAY ST,,TRAFFIC,STUDY,COMPLETED,None Identified,6,251,MAY,2016,1500,,MONTOPOLIS DR,6200,,FAIRWAY ST,TVL16-000180,"(30.22801, -97.701497)",,30.22801,-97.701497
REQ16-001770,2316 BLK E RIVERSIDE DR (HEB),HEB,PHB,TURNED_ON,COMPLETED,Funded,12,0,,,2316,E,RIVERSIDE DR,0,,,PVL16-000920,"(30.2359734, -97.724823)",,30.2359734,-97.724823
REQ14-001775,MANCHACA RD / MONARCH DR,,PHB,NOT RECOMMENDED,COMPLETED,Safety,6,575,JUL,2014,9429,,MANCHACA RD,2001,,MONARCH DR,PVL14-000680,"(30.1760006, -97.8225865)",A traffic signal has been constructed at this location.,30.1760006,-97.8225865
REQ16-001830,12500 BLK N LAMAR BLVD (Connally High School),Connally High School,PHB,TURNED_ON,COMPLETED,Safety,12,0,,,12500,N,LAMAR BLVD,0,,,PVL16-001160,"(30.418306, -97.675247)",,30.418306,-97.675247
REQ15-000795,ANDERSON LN / WATSON ST,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,26,67,DEC,2015,1100,W,ANDERSON LN,7800,,WATSON ST,TVL15-000315,"(30.3492126, -97.7162781)",,30.3492126,-97.7162781
REQ15-000795,ANDERSON LN / WATSON ST,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,114,67,DEC,2017,1100,W,ANDERSON LN,7800,,WATSON ST,TVL17-003685,"(30.3492126, -97.7162781)",,30.3492126,-97.7162781
REQ16-000815,MANCHACA RD / CROWNSPOINT DR,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,42,150,DEC,2017,9429,,MANCHACA RD,2001,,CROWNSPOINT DR,TVL17-003575,"(30.1776619, -97.8215442)",,30.1776619,-97.8215442
REQ16-000915,US 290 HWY / OLD BEE CAVES RD,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,12,140,MAY,2016,6836,W,US 290 HWY,6701,,OLD BEE CAVES RD,TVL16-000195,"(30.2339807, -97.8712305)",,30.2339807,-97.8712305
REQ16-000940,FREIDRICH LN / PONCIANA DR,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,104,55,DEC,2016,5100,,FREIDRICH LN,5101,,PONCIANA DR,TVL16-002815,"(30.202013, -97.7546387)",,30.202013,-97.7546387
REQ16-000940,FREIDRICH LN / PONCIANA DR,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,25,55,MAY,2016,5100,,FREIDRICH LN,5101,,PONCIANA DR,TVL16-000170,"(30.202013, -97.7546387)",,30.202013,-97.7546387
REQ16-000940,FREIDRICH LN / PONCIANA DR,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,126,55,DEC,2017,5100,,FREIDRICH LN,5101,,PONCIANA DR,TVL17-003640,"(30.202013, -97.7546387)",,30.202013,-97.7546387
REQ16-000945,8TH ST / WEST AVE,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,104,55,DEC,2016,700,W,8TH ST,800,,WEST AVE,TVL16-002820,"(30.272101, -97.7499129)",,30.272101,-97.7499129
17-002735,GOVALLE AVE / TILLERY ST,,TRAFFIC,RECENTLY RECEIVED,IN PROGRESS,None Identified,2,0,DEC,2018,3000,,GOVALLE AVE,1106,,TILLERY ST,TVL17-004145,"(30.265998, -97.702202)",,30.265998,-97.702202
17-002740,HERMITAGE DR / GRAYLEDGE DR,,TRAFFIC,RECENTLY RECEIVED,IN PROGRESS,None Identified,2,0,DEC,2018,800,,HERMITAGE DR,8500,,GRAYLEDGE DR,TVL17-004150,"(30.348774, -97.6924)",,30.348774,-97.6924
REQ14-000260,1ST ST / EL PASO ST,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,30,145,JUL,2014,2700,S,1ST ST,511,,EL PASO ST,TVL14-000850,"(30.2367076, -97.7630573)",,30.2367076,-97.7630573
REQ14-000260,1ST ST / EL PASO ST,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,39,144,DEC,2016,2700,S,1ST ST,511,,EL PASO ST,TVL16-002375,"(30.2367076, -97.7630573)",,30.2367076,-97.7630573
REQ14-000260,1ST ST / EL PASO ST,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,26,174,DEC,2017,2700,S,1ST ST,511,,EL PASO ST,TVL17-003930,"(30.2367076, -97.7630573)",,30.2367076,-97.7630573
REQ14-000280,WILLIAM CANNON DR / VOUGEOT DR,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,27,157,JUL,2014,5014,E,WILLIAM CANNON DR,6601,,VOUGEOT DR,TVL14-000830,"(30.1803981, -97.7487077)",,30.1803981,-97.7487077
REQ14-000375,CESAR CHAVEZ ST / LINDEN ST,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,60,35,JUL,2014,2900,E,CESAR CHAVEZ ST,100,,LINDEN ST,TVL14-000735,"(30.2522873, -97.7108344)",,30.2522873,-97.7108344
REQ15-000835,11850 BLK N LAMAR BLVD (Brentwood Christian School),Brentwood Christian School,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,11,202,DEC,2017,11850,N,LAMAR BLVD,0,,,TVL17-003570,"(30.39053, -97.68245)",,30.39053,-97.68245
REQ16-000870,HOWARD LN / HARRISGLENN DR,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,88,80,DEC,2016,1113,E,HOWARD LN,13300,,HARRISGLENN DR,TVL16-002775,"(30.4062557, -97.64217936)",,30.4062557,-97.64217936
REQ15-000670,MANCHACA RD / CIMARRON TRL,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,93,82,DEC,2017,4500,,MANCHACA RD,2001,,CIMARRON TRL,TVL17-003555,"(30.2270336, -97.79016423)",,30.2270336,-97.79016423
REQ16-001205,FAR WEST BLVD / NORTHLEDGE DR,,PHB,TURNED_ON,COMPLETED,1/4 Cent,8,385,,,3920,,FAR WEST BLVD,7000,,NORTHLEDGE DR,PVL16-001220,"(30.3576298, -97.76214922)","Turned on 08/21/2017
Doss ES",30.3576298,-97.76214922
REQ14-001220,LAMAR BLVD / DEEN AVE,,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,59,383,DEC,2017,8800,N,LAMAR BLVD,101,,DEEN AVE,PVL17-002270,"(30.356575, -97.7012711)",,30.356575,-97.7012711
REQ14-001225,RED RIVER ST / HARRIS AVE,,PHB,RECOMMENDED,COMPLETED,None Identified,1,563,MAY,2016,3400,,RED RIVER ST,816,,HARRIS AVE,PVL14-000360,"(30.2931804, -97.7254978)",,30.2931804,-97.7254978
REQ16-001550,PARMER LN / LEGENDARY DR (Riata Vista Circle - East),Riata Vista Circle - East,TRAFFIC,TURNED_ON,COMPLETED,Private,5,0,,,5400,W,PARMER LN,13000,,LEGENDARY DR,TVL16-000415,"(30.43435576, -97.73172024)",,30.43435576,-97.73172024
REQ15-001565,CESAR CHAVEZ ST / WALTER SEAHOLM DR,,TRAFFIC,TURNED_ON,COMPLETED,Private,28,60,DEC,2015,816,W,CESAR CHAVEZ ST,100,,WALTER SEAHOLM DR,TVL15-000455,"(30.266, -97.75353)",,30.266,-97.75353
REQ16-001715,1ST ST / ELIZABETH ST,,PHB,TURNED_ON,COMPLETED,Funded,12,0,,,1400,S,1ST ST,601,W,ELIZABETH ST,PVL16-000865,"(30.2503624, -97.7547684)",,30.2503624,-97.7547684
REQ16-001175,SPRINGDALE RD / ROGGE LN,,PHB,TURNED_ON,COMPLETED,1/4 Cent,1,636,,,5700,,SPRINGDALE RD,3500,,ROGGE LN,PVL16-001170,"(30.30001, -97.673429)","Turned on 9/15/2017.
Near Pecan Springs ES",30.30001,-97.673429
REQ14-001580,12500 BLK N LAMAR BLVD (WALMART),WALMART,TRAFFIC,TURNED_ON,COMPLETED,Safety,1,580,JUL,2014,12500,N,LAMAR BLVD,0,,,TVL14-000680,"(30.411049, -97.677851)",,30.411049,-97.677851
REQ16-001590,MANCHACA RD / MONARCH DR,,TRAFFIC,TURNED_ON,COMPLETED,Safety,5,0,,,9429,,MANCHACA RD,2001,,MONARCH DR,TVL16-000135,"(30.1760006, -97.8225865)",Turned on 7/19/2017,30.1760006,-97.8225865
REQ14-001595,RED RIVER ST / 40TH ST,,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,69,364,DEC,2017,4000,,RED RIVER ST,900,E,40TH ST,PVL17-001910,"(30.298572, -97.7226818)",,30.298572,-97.7226818
REQ16-001615,5900 BLK MANCHACA RD (Garrison Park),Garrison Park,PHB,TURNED_ON,COMPLETED,Funded,12,0,,,5900,,MANCHACA RD,0,,,PVL16-000765,"(30.212943, -97.801889)",,30.212943,-97.801889
REQ16-001625,7600 BLK BURNET RD (Northcross Mall),Northcross Mall,PHB,TURNED_ON,COMPLETED,Funded,3,0,DEC,2013,7600,,BURNET RD,0,,,PVL16-000775,"(30.3542881, -97.7319336)",,30.3542881,-97.7319336
REQ16-001630,RUNDBERG LN / WEST LOOP,,PHB,TURNED_ON,COMPLETED,None Identified,12,0,,,1927,W,RUNDBERG LN,1901,,WEST LOOP,PVL16-000780,"(30.3733692, -97.7185059)",,30.3733692,-97.7185059
REQ16-001635,5400 BLK TERCELLO LN (Delacour Dr (Apple Campus)),Delacour Dr (Apple Campus),PHB,TURNED_ON,COMPLETED,Funded,12,0,,,5400,,TERCELLO LN,0,,,PVL16-000785,"(30.433213, -97.735697)",,30.433213,-97.735697
17-002820,MUELLER BLVD / RAGSDALE ST,,TRAFFIC,RECENTLY RECEIVED,IN PROGRESS,None Identified,159,0,DEC,2017,4627,,MUELLER BLVD,1400,,RAGSDALE ST,TVL17-004180,"(30.299274, -97.706951)",,30.299274,-97.706951
17-002825,BRODIE LN / BANNOCKBURN DR,,PHB,RECENTLY RECEIVED,IN PROGRESS,None Identified,130,0,DEC,2017,6912,,BRODIE LN,3501,,BANNOCKBURN DR,PVL17-002435,"(30.212762, -97.831017)",,30.212762,-97.831017
17-002850,MANCHACA RD / FAIR OAKS DR,,PHB,RECENTLY RECEIVED,IN PROGRESS,None Identified,1,0,DEC,2018,5108,,MANCHACA RD,2001,,FAIR OAKS DR,PVL17-002440,"(30.219242, -97.794962)",,30.219242,-97.794962
17-002855,SALT SPRINGS DR / ASA DR,,PHB,RECENTLY RECEIVED,IN PROGRESS,None Identified,1,0,DEC,2018,7306,,SALT SPRINGS DR,6300,,ASA DR,PVL17-002445,"(30.165557, -97.741643)",,30.165557,-97.741643
17-002860,577 BLK WOODWARD ST,,TRAFFIC,RECENTLY RECEIVED,IN PROGRESS,None Identified,2,0,DEC,2018,577,,WOODWARD ST,0,,,TVL17-004220,"(30.225853, -97.752189)",Entrances to St. Edwards University & Bluncreek Apartments,30.225853,-97.752189
17-002865,ANDERSON MILL RD / STAR VIEW TRL,,TRAFFIC,RECENTLY RECEIVED,IN PROGRESS,None Identified,2,0,DEC,2018,11200,,ANDERSON MILL RD,11500,,STAR VIEW TRL,TVL17-004225,"(30.450204, -97.817991)",,30.450204,-97.817991
REQ15-000735,CESAR CHAVEZ ST / WEST AVE,,TRAFFIC,TURNED_ON,COMPLETED,None Identified,36,0,DEC,2015,800,W,CESAR CHAVEZ ST,100,,WEST AVE,TVL15-000450,"(30.2656233, -97.7523567)",Turned on 7/11/2017.,30.2656233,-97.7523567
REQ15-000740,CESAR CHAVEZ ST / NUECES ST,,TRAFFIC,RECENTLY RECEIVED,CANCELLED,None Identified,,60,DEC,2015,600,W,CESAR CHAVEZ ST,100,,NUECES ST,TVL15-000445,"(30.2649841, -97.7502161)",Future intersection.,30.2649841,-97.7502161
REQ15-000755,MARTIN LUTHER KING JR BLVD / OLDFORT HILL DR,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,153,6,DEC,2017,5188,E,MARTIN LUTHER KING JR BLVD,4700,,OLDFORT HILL DR,TVL17-003610,"(30.28656, -97.6752189)",,30.28656,-97.6752189
REQ15-000760,JOLLYVILLE RD / TAYLOR DRAPER LN,,TRAFFIC,STUDY,COMPLETED,None Identified,3,280,DEC,2015,11222,,JOLLYVILLE RD,11200,,TAYLOR DRAPER LN,TVL15-000425,"(30.4100329, -97.7475825)",,30.4100329,-97.7475825
REQ17-002360,BLUFF SPRINGS RD / QUICKSILVER BLVD,,TRAFFIC,RECENTLY RECEIVED,IN PROGRESS,None Identified,30,165,DEC,2017,7400,,BLUFF SPRINGS RD,2100,,QUICKSILVER BLVD,TVL17-003480,"(30.177672, -97.769822)",,30.177672,-97.769822
17-002500,BERKMAN DR / BERKMAN DR,,PHB,RECENTLY RECEIVED,IN PROGRESS,None Identified,104,290,DEC,2017,4800,,BERKMAN DR,4800,,BERKMAN DR,PVL17-001750,"(30.301258, -97.700294)",,30.301258,-97.700294
17-002505,FM 620 RD / TRAVIS VIEW LOOP,,TRAFFIC,INELIGIBLE,COMPLETED,None Identified,,0,DEC,2017,4600,N,FM 620 RD,13001,,TRAVIS VIEW LOOP,TVL17-003390,"(30.390041, -97.889999)",Outside of the Austin city limits.,30.390041,-97.889999
17-002520,WESTERN TRAILS BLVD / SAGEBRUSH TRL,,PHB,RECENTLY RECEIVED,IN PROGRESS,None Identified,104,290,DEC,2017,2600,,WESTERN TRAILS BLVD,4601,,SAGEBRUSH TRL,PVL17-001755,"(30.229099, -97.799564)",,30.229099,-97.799564
17-002525,BRODIE LN / BRODIE LN,,TRAFFIC,RECENTLY RECEIVED,IN PROGRESS,None Identified,110,70,DEC,2017,6500,,BRODIE LN,6800,,BRODIE LN,TVL17-003405,"(30.216291, -97.828888)",,30.216291,-97.828888
17-002560,WEST GATE BLVD / FENTONRIDGE DR,,PHB,RECENTLY RECEIVED,IN PROGRESS,None Identified,118,225,DEC,2017,7302,,WEST GATE BLVD,2601,,FENTONRIDGE DR,PVL17-001785,"(30.20262, -97.818097)",,30.20262,-97.818097
17-002570,SLAUGHTER LN / OLD LOCKHART RD,,TRAFFIC,RECENTLY RECEIVED,IN PROGRESS,None Identified,47,140,DEC,2017,2001,E,SLAUGHTER LN,9509,,OLD LOCKHART RD,TVL17-004175,"(30.151748, -97.764775)",,30.151748,-97.764775
17-002575,WEST GATE BLVD / BERKETT DR,,PHB,RECENTLY RECEIVED,IN PROGRESS,None Identified,56,390,DEC,2017,6108,,WEST GATE BLVD,2709,,BERKETT DR,PVL17-001790,"(30.215194, -97.814073)",,30.215194,-97.814073
REQ16-000845,BRODIE LN / BRODIE LN (Villages of Bella Vista & Ridgeview Apts.),Villages of Bella Vista & Ridgeview Apts.,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,14,125,MAY,2016,8300,,BRODIE LN,8601,,BRODIE LN,TVL16-000265,"(30.19862, -97.840158)",at entrance to Villages of Bella Vista & Ridgeview Apts.,30.19862,-97.840158
REQ16-000845,BRODIE LN / BRODIE LN (Villages of Bella Vista & Ridgeview Apts.),Villages of Bella Vista & Ridgeview Apts.,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,116,65,DEC,2017,8300,,BRODIE LN,8601,,BRODIE LN,TVL17-003605,"(30.19862, -97.840158)",at entrance to Villages of Bella Vista & Ridgeview Apts.,30.19862,-97.840158
REQ16-000850,29TH ST / JEFFERSON ST,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,101,60,DEC,2016,1700,W,29TH ST,2814,,JEFFERSON ST,TVL16-002765,"(30.3018088, -97.7551691)",,30.3018088,-97.7551691
REQ16-000850,29TH ST / JEFFERSON ST,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,24,60,MAY,2016,1700,W,29TH ST,2814,,JEFFERSON ST,TVL16-000260,"(30.3018088, -97.7551691)",,30.3018088,-97.7551691
REQ16-000855,MANCHACA RD / REDWATER DR,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,104,55,DEC,2016,10000,,MANCHACA RD,1801,,REDWATER DR,TVL16-002770,"(30.1680241, -97.82621)",,30.1680241,-97.82621
REQ16-001010,WEST GATE BLVD / CAMERON LOOP,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,11,201,DEC,2016,8400,,WEST GATE BLVD,3019,,CAMERON LOOP,TVL16-000100,"(30.1946793, -97.83089833)",,30.1946793,-97.83089833
REQ16-001010,WEST GATE BLVD / CAMERON LOOP,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,12,201,DEC,2017,8400,,WEST GATE BLVD,3019,,CAMERON LOOP,TVL17-004085,"(30.1946793, -97.83089833)",,30.1946793,-97.83089833
REQ15-001825,PLEASANT VALLEY RD / VILLAGE WALK,,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,112,265,DEC,2017,5100,S,PLEASANT VALLEY RD,2506,,VILLAGE WALK,PVL17-002100,"(30.1959582, -97.7448078)",,30.1959582,-97.7448078
REQ14-000155,38TH HALF ST / LAFAYETTE AVE,,PHB,CONSTRUCTION,COMPLETED,1/4 Cent,,385,DEC,2017,1300,E,38TH HALF ST,3700,,LAFAYETTE AVE,PVL17-001735,"(30.293259, -97.7164239)",Originally evaluated as a traffic signal but a PHB is recommended. instead.,30.293259,-97.7164239
REQ14-000165,NUCKOLS CROSSING RD / TERI RD,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,21,180,JUL,2014,4923,,NUCKOLS CROSSING RD,5100,,TERI RD,TVL14-000945,"(30.1949907, -97.7377797)",,30.1949907,-97.7377797
REQ14-000165,NUCKOLS CROSSING RD / TERI RD,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,19,180,DEC,2017,4923,,NUCKOLS CROSSING RD,5100,,TERI RD,TVL17-003960,"(30.1949907, -97.7377797)",,30.1949907,-97.7377797
REQ14-000175,CESAR CHAVEZ ST / SHADY LN,,TRAFFIC,NOT RECOMMENDED,COMPLETED,None Identified,17,205,JUL,2014,5000,E,CESAR CHAVEZ ST,350,,SHADY LN,TVL14-000935,"(30.2513693, -97.6986091)",Criteria to justify a signal were not met.,30.2513693,-97.6986091
REQ14-000180,RUNDBERG LN / HUNTERS TRCE,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,32,144,JUL,2014,1504,W,RUNDBERG LN,9400,,HUNTERS TRCE,TVL14-000930,"(30.3689358, -97.7097916)",,30.3689358,-97.7097916
REQ14-000180,RUNDBERG LN / HUNTERS TRCE,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,37,145,DEC,2016,1504,W,RUNDBERG LN,9400,,HUNTERS TRCE,TVL16-002335,"(30.3689358, -97.7097916)",,30.3689358,-97.7097916
REQ14-000230,FM 2222 RD / MOUNT BONNELL RD,,TRAFFIC,TURNED_ON,COMPLETED,Safety,,140,DEC,2016,4600,,FM 2222 RD,5600,,MOUNT BONNELL RD,TVL16-002355,"(30.341, -97.779)",Turned on 02/21/2017,30.341,-97.779
REQ14-000365,LAMAR BLVD / BANYON ST,,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,58,385,DEC,2017,7500,N,LAMAR BLVD,801,,BANYON ST,PVL17-001765,"(30.3423666, -97.715959)",,30.3423666,-97.715959
REQ14-000420,CEDAR BEND DR / TOMANET TRL,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,43,108,JUL,2014,2410,,CEDAR BEND DR,12200,,TOMANET TRL,TVL14-000690,"(30.4132274, -97.704645)",,30.4132274,-97.704645
REQ15-000445,1ST ST / HYDE PARK PL,,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,96,67,DEC,2016,8400,S,1ST ST,601,,HYDE PARK PL,TVL16-002520,"(30.1766604, -97.7978134)",,30.1766604,-97.7978134
REQ15-000460,5TH ST / WEST LYNN ST,,TRAFFIC,UNDER EVALUATION,IN PROGRESS,None Identified,81,92,DEC,2017,1600,W,5TH ST,500,,WEST LYNN ST,TVL17-003790,"(30.2737122, -97.76332593)",,30.2737122,-97.76332593
REQ14-000475,FAR WEST BLVD / MESA DR,,TRAFFIC,NOT RECOMMENDED,COMPLETED,None Identified,8,240,JUL,2014,4100,,FAR WEST BLVD,7100,,MESA DR,TVL14-000635,"(30.3596665, -97.7666282)",Recommend re-striping approaches with a left turn and right-thru lane assignment.,30.3596665,-97.7666282
REQ16-002090,DUVAL RD / GATE WAY,,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,112,265,DEC,2017,5100,,DUVAL RD,11800,,GATE WAY,PVL17-002045,"(30.4161868, -97.739385)",,30.4161868,-97.739385
REQ16-002235,LAKE CREEK PKWY / LAKE CREEK PKWY (South of 620 at Walmart/Harmony School/Apt. entrances),South of 620 at Walmart/Harmony School/Apt. entrances,TRAFFIC,STUDY,COMPLETED,None Identified,3,293,DEC,2016,9926,,LAKE CREEK PKWY,10001,,LAKE CREEK PKWY,TVL16-000020,"(30.468443, -97.788529)",south of 620 at Walmart/Harmony School/Apt. entrances,30.468443,-97.788529
REQ16-002250,1800 BLK W PARMER LN (Parmer Ln. ES),Parmer Ln. ES,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,11,442,DEC,2017,1800,W,PARMER LN,0,,,PVL17-002305,"(30.414, -97.692)",Parmer Ln. is a TxDOT roadway,30.414,-97.692
REQ16-002300,BURLESON RD / BRECKENRIDGE DR,,TRAFFIC,STUDY,COMPLETED,None Identified,9,210,DEC,2016,7200,,BURLESON RD,4201,,BRECKENRIDGE DR,TVL16-000050,"(30.194616, -97.701398)",,30.194616,-97.701398
REQ17-002355,900 BLK E OLTORF ST,,PHB,RECENTLY RECEIVED,IN PROGRESS,None Identified,74,355,DEC,2017,900,E,OLTORF ST,0,,,PVL17-001820,"(30.235755, -97.745756)",,30.235755,-97.745756
REQ17-002380,8700 BLK BURNET RD (South of US183),South of US183,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,2,550,DEC,2017,8700,,BURNET RD,0,,,PVL17-001895,"(30.370964, -97.726965)",south of US183,30.370964,-97.726965
REQ17-002385,CONVICT HILL RD / ABILENE TRL,,TRAFFIC,INELIGIBLE,IN PROGRESS,None Identified,159,0,DEC,2017,5709,,CONVICT HILL RD,5723,,ABILENE TRL,TVL17-004165,"(30.222822, -97.862587)",Existing all way stop.  Not eligible for a PHB.,30.222822,-97.862587
REQ16-000995,1700 BLK E 51ST ST (HEB),HEB,TRAFFIC,UNDER EVALUATION,COMPLETED,None Identified,13,180,DEC,2016,1700,E,51ST ST,0,,,TVL16-000115,"(30.30245, -97.69746)",,30.30245,-97.69746
REQ14-001275,LAMAR BLVD / POWELL LN,,PHB,INELIGIBLE,COMPLETED,None Identified,40,425,JUL,2014,8200,N,LAMAR BLVD,100,W,POWELL LN,PVL14-000425,"(30.3508148, -97.70916083)",Being studied for a traffic signal.,30.3508148,-97.70916083
REQ14-001275,LAMAR BLVD / POWELL LN,,PHB,INELIGIBLE,COMPLETED,None Identified,,425,DEC,2016,8200,N,LAMAR BLVD,100,W,POWELL LN,PVL16-000250,"(30.3508148, -97.70916083)",Being studied for a traffic signal.,30.3508148,-97.70916083
REQ14-001285,STASSNEY LN / TALLOW TREE DR,,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,30,416,DEC,2017,2230,E,STASSNEY LN,5619,,TALLOW TREE DR,PVL17-002195,"(30.1933993, -97.7535891)",,30.1933993,-97.7535891
REQ14-001290,MANCHACA RD / EDGEWARE DR,,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,41,408,DEC,2017,3200,,MANCHACA RD,1901,,EDGEWARE DR,PVL17-002240,"(30.2397255, -97.7823447)",,30.2397255,-97.7823447
REQ14-001295,ANDERSON LN / MULLEN DR,,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,22,423,DEC,2017,1900,W,ANDERSON LN,7800,,MULLEN DR,PVL17-002235,"(30.3538418, -97.72601836)",,30.3538418,-97.72601836
REQ14-001300,WESTERN TRAILS BLVD / TEJAS TRL,,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,70,362,DEC,2017,2507,,WESTERN TRAILS BLVD,4501,,TEJAS TRL,PVL17-002230,"(30.2297525, -97.7970532)",,30.2297525,-97.7970532
REQ16-001785,1500 BLK RED RIVER ST (Frank Erwin Center (South)),Frank Erwin Center (South),PHB,TURNED_ON,COMPLETED,Funded,12,0,,,1500,,RED RIVER ST,0,,,PVL16-000935,"(30.277128, -97.733251)",,30.277128,-97.733251
REQ15-001790,HUNTLAND DR / ROLAND JOHNSON DR,,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,40,409,DEC,2017,400,E,HUNTLAND DR,6900,,ROLAND JOHNSON DR,PVL17-002115,"(30.3305399, -97.707102)",,30.3305399,-97.707102
REQ15-001795,LAMAR BLVD / COLLIER ST,,PHB,INELIGIBLE,COMPLETED,None Identified,13,435,DEC,2015,1221,S,LAMAR BLVD,1101,,COLLIER ST,PVL15-000945,"(30.2512131, -97.76513732)",Being studied for a traffic signal,30.2512131,-97.76513732
REQ15-001795,LAMAR BLVD / COLLIER ST,,PHB,INELIGIBLE,COMPLETED,None Identified,19,435,DEC,2016,1221,S,LAMAR BLVD,1101,,COLLIER ST,PVL16-001425,"(30.2512131, -97.76513732)",Being studied for a traffic signal,30.2512131,-97.76513732
REQ16-002180,5700 BLK S 1ST ST,,PHB,UNDER EVALUATION,IN PROGRESS,None Identified,67,366,DEC,2017,5700,S,1ST ST,0,,,PVL17-002335,"(30.20532, -97.78308)",,30.20532,-97.78308
